id,eph_codagl,eph_aglome,codaglo,aglomerado,codprov,nomprov,coddepto,localidade,frac2010,radio2010,the_geom,tiporad,entidades
1714,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,007,(02007010) Ciudad Autónoma de Buenos Aires,24,09,NA,U,(02007010 - 02) Parque Chacabuco
1715,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,007,(02007010) Ciudad Autónoma de Buenos Aires,24,10,NA,U,(02007010 - 02) Parque Chacabuco
1716,32,CABA,0001,Gran Buenos Aires,02,Ciudad de Buenos Aires,007,(02007010) Ciudad Autónoma de Buenos Aires,24,11,NA,U,(02007010 - 02) Parque Chacabuco
1717,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,01,NA,U,(50007010 - 01) 1ra Sección
1718,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,02,NA,U,(50007010 - 01) 1ra Sección
1719,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,03,NA,U,(50007010 - 01) 1ra Sección
1720,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,04,NA,U,(50007010 - 01) 1ra Sección
1721,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,05,NA,U,(50007010 - 01) 1ra Sección
1722,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,06,NA,U,(50007010 - 01) 1ra Sección
1723,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,07,NA,U,(50007010 - 01) 1ra Sección
1724,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,08,NA,U,(50007010 - 01) 1ra Sección
1725,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,09,NA,U,(50007010 - 01) 1ra Sección
1726,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,10,NA,U,(50007010 - 01) 1ra Sección
1727,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,11,NA,U,(50007010 - 01) 1ra Sección
1728,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,12,NA,U,(50007010 - 01) 1ra Sección
1729,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,13,NA,U,(50007010 - 01) 1ra Sección
1730,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,14,NA,U,(50007010 - 01) 1ra Sección
1731,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,15,NA,U,(50007010 - 01) 1ra Sección
1732,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,16,NA,U,(50007010 - 01) 1ra Sección
1733,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,01,17,NA,U,(50007010 - 01) 1ra Sección
1734,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,01,NA,U,(50007010 - 04) 4ta Sección
1735,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,02,NA,U,(50007010 - 04) 4ta Sección
1736,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,03,NA,U,(50007010 - 04) 4ta Sección
1737,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,04,NA,U,(50007010 - 04) 4ta Sección
1738,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,05,NA,U,(50007010 - 04) 4ta Sección
1739,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,06,NA,U,(50007010 - 04) 4ta Sección
1740,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,07,NA,U,(50007010 - 04) 4ta Sección
1741,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,08,NA,U,(50007010 - 04) 4ta Sección
1742,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,09,NA,U,(50007010 - 04) 4ta Sección
1743,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,10,NA,U,(50007010 - 04) 4ta Sección
1744,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,11,NA,U,(50007010 - 04) 4ta Sección
1745,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,12,NA,U,(50007010 - 04) 4ta Sección
1746,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,13,NA,U,(50007010 - 04) 4ta Sección
1747,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,14,NA,U,(50007010 - 04) 4ta Sección
1748,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,02,15,NA,U,(50007010 - 04) 4ta Sección
1749,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,01,NA,U,(50007010 - 03) 3ra Sección
1750,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,02,NA,U,(50007010 - 03) 3ra Sección
1751,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,03,NA,U,(50007010 - 03) 3ra Sección
1752,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,04,NA,U,(50007010 - 03) 3ra Sección
1753,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,05,NA,U,(50007010 - 03) 3ra Sección
1754,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,06,NA,U,(50007010 - 03) 3ra Sección
1755,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,07,NA,U,(50007010 - 03) 3ra Sección
1756,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,08,NA,U,(50007010 - 03) 3ra Sección
1757,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,09,NA,U,(50007010 - 03) 3ra Sección
1758,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,10,NA,U,(50007010 - 03) 3ra Sección
1759,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,11,NA,U,(50007010 - 03) 3ra Sección
1760,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,12,NA,U,(50007010 - 03) 3ra Sección
1761,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,13,NA,U,(50007010 - 03) 3ra Sección
1762,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,14,NA,U,(50007010 - 03) 3ra Sección
1763,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,15,NA,U,(50007010 - 03) 3ra Sección
1764,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,16,NA,U,(50007010 - 03) 3ra Sección
1765,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,03,17,NA,U,(50007010 - 03) 3ra Sección
1766,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,01,NA,U,(50007010 - 02) 2da Sección
1767,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,02,NA,U,(50007010 - 02) 2da Sección
1768,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,03,NA,U,(50007010 - 02) 2da Sección
1769,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,04,NA,U,(50007010 - 02) 2da Sección
1770,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,05,NA,U,(50007010 - 02) 2da Sección
1771,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,06,NA,U,(50007010 - 02) 2da Sección
1772,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,07,NA,U,(50007010 - 02) 2da Sección
1773,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,08,NA,U,(50007010 - 02) 2da Sección
1774,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,09,NA,U,(50007010 - 02) 2da Sección
1775,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,10,NA,U,(50007010 - 02) 2da Sección
1776,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,11,NA,U,(50007010 - 02) 2da Sección
1777,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,04,12,NA,U,(50007010 - 02) 2da Sección
1778,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,01,NA,U,(50007010 - 05) 5ta Sección
1779,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,02,NA,U,(50007010 - 05) 5ta Sección
1780,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,03,NA,U,(50007010 - 05) 5ta Sección
1781,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,04,NA,U,(50007010 - 05) 5ta Sección
1782,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,05,NA,U,(50007010 - 05) 5ta Sección
1783,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,06,NA,U,(50007010 - 05) 5ta Sección
1784,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,07,NA,U,(50007010 - 05) 5ta Sección
1785,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,08,NA,U,(50007010 - 05) 5ta Sección
1786,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,09,NA,U,(50007010 - 05) 5ta Sección
1787,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,10,NA,U,(50007010 - 05) 5ta Sección
1788,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,11,NA,U,(50007010 - 05) 5ta Sección
1789,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,05,12,NA,U,(50007010 - 05) 5ta Sección
1790,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,01,NA,U,(50007010 - 06) 6ta Sección
1791,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,02,NA,U,(50007010 - 06) 6ta Sección
1792,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,03,NA,U,(50007010 - 06) 6ta Sección
1793,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,04,NA,U,(50007010 - 06) 6ta Sección
1794,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,05,NA,U,(50007010 - 06) 6ta Sección
1795,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,06,NA,U,(50007010 - 06) 6ta Sección
1796,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,07,NA,U,(50007010 - 06) 6ta Sección
1797,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,08,NA,U,(50007010 - 06) 6ta Sección
1798,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,09,NA,U,(50007010 - 06) 6ta Sección
1799,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,10,NA,U,(50007010 - 06) 6ta Sección
1800,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,06,11,NA,U,(50007010 - 06) 6ta Sección
1801,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,01,NA,U,(50007010 - 04) 4ta Sección
1802,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,02,NA,U,(50007010 - 04) 4ta Sección
1803,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,03,NA,U,(50007010 - 04) 4ta Sección
1804,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,04,NA,U,(50007010 - 04) 4ta Sección
1805,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,05,NA,U,(50007010 - 04) 4ta Sección
1806,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,06,NA,U,(50007010 - 04) 4ta Sección
1807,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,07,NA,U,(50007010 - 04) 4ta Sección
1808,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,08,NA,U,(50007010 - 04) 4ta Sección
1809,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,09,NA,U,(50007010 - 04) 4ta Sección
1810,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,10,NA,U,(50007010 - 04) 4ta Sección
1811,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,07,11,NA,U,(50007010 - 04) 4ta Sección
1812,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,01,NA,U,(50007010 - 02) 2da Sección
1813,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,02,NA,U,(50007010 - 02) 2da Sección
1814,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,03,NA,U,(50007010 - 02) 2da Sección
1815,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,04,NA,U,(50007010 - 02) 2da Sección
1816,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,05,NA,U,(50007010 - 02) 2da Sección
1817,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,06,NA,U,(50007010 - 02) 2da Sección
1818,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,07,NA,U,(50007010 - 02) 2da Sección
1819,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,08,NA,U,(50007010 - 02) 2da Sección
1820,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,09,NA,U,(50007010 - 02) 2da Sección
1821,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,10,NA,U,(50007010 - 02) 2da Sección
1822,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,08,11,NA,U,(50007010 - 02) 2da Sección
1823,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,01,NA,U,(50007010 - 05) 5ta Sección
1824,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,02,NA,U,(50007010 - 05) 5ta Sección
1825,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,03,NA,U,(50007010 - 05) 5ta Sección
1826,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,04,NA,U,(50007010 - 05) 5ta Sección
1827,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,05,NA,U,(50007010 - 05) 5ta Sección
1828,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,06,NA,U,(50007010 - 05) 5ta Sección
1829,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,07,NA,U,(50007010 - 05) 5ta Sección
1830,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,08,NA,U,(50007010 - 05) 5ta Sección
1831,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,09,NA,U,(50007010 - 05) 5ta Sección
1832,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,10,NA,U,(50007010 - 05) 5ta Sección
1833,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,11,NA,U,(50007010 - 05) 5ta Sección
1834,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,09,12,NA,U,(50007010 - 05) 5ta Sección
1835,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,01,NA,U,(50007010 - 10) 10ma Sección
1836,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,02,NA,U,(50007010 - 08) 8va Sección
1837,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,03,NA,U,(50007010 - 08) 8va Sección
1838,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,04,NA,U,(50007010 - 08) 8va Sección
1839,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,05,NA,U,(50007010 - 08) 8va Sección
1840,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,06,NA,U,(50007010 - 08) 8va Sección
1841,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,07,NA,U,(50007010 - 07) 7ma Sección
1842,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,08,NA,U,(50007010 - 08) 8va Sección
1843,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,09,NA,U,(50007010 - 08) 8va Sección
1844,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,10,NA,U,(50007010 - 08) 8va Sección
1845,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,11,NA,U,(50007010 - 08) 8va Sección
1846,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,12,NA,U,(50007010 - 07) 7ma Sección
1847,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,13,NA,U,(50007010 - 07) 7ma Sección
1848,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,14,NA,U,(50007010 - 07) 7ma Sección
1849,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,15,NA,U,(50007010 - 07) 7ma Sección
1850,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,16,NA,U,(50007010 - 09) 9na Sección
1851,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,17,NA,U,(50007010 - 07) 7ma Sección
1852,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,18,NA,U,(50007010 - 07) 7ma Sección
1853,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,19,NA,U,(50007010 - 10) 10ma Sección
1854,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,20,NA,U,(50007010 - 08) 8va Sección
1855,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,21,NA,U,(50007010 - 08) 8va Sección
1856,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,10,22,NA,U,(50007010 - 07) 7ma Sección
1857,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,01,NA,U,(50007010 - 06) 6ta Sección
1858,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,02,NA,U,(50007010 - 06) 6ta Sección
1859,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,03,NA,U,(50007010 - 06) 6ta Sección
1860,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,04,NA,U,(50007010 - 06) 6ta Sección
1861,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,05,NA,U,(50007010 - 06) 6ta Sección
1862,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,06,NA,U,(50007010 - 06) 6ta Sección
1863,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,07,NA,U,(50007010 - 06) 6ta Sección
1864,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,08,NA,U,(50007010 - 06) 6ta Sección
1865,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,09,NA,U,(50007010 - 06) 6ta Sección
1866,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,10,NA,U,(50007010 - 06) 6ta Sección
1867,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,11,NA,U,(50007010 - 06) 6ta Sección
1868,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,12,NA,U,(50007010 - 06) 6ta Sección
1869,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,11,13,NA,U,(50007010 - 06) 6ta Sección
1870,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,01,NA,U,(50007010 - 02) 2da Sección
1871,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,02,NA,U,(50007010 - 02) 2da Sección
1872,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,03,NA,U,(50007010 - 02) 2da Sección
1873,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,04,NA,U,(50007010 - 02) 2da Sección
1874,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,05,NA,U,(50007010 - 02) 2da Sección
1875,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,06,NA,U,(50007010 - 02) 2da Sección
1876,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,07,NA,U,(50007010 - 02) 2da Sección
1877,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,08,NA,U,(50007010 - 02) 2da Sección
1878,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,09,NA,U,(50007010 - 02) 2da Sección
1879,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,12,10,NA,U,(50007010 - 02) 2da Sección
1880,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,01,NA,U,(50007010 - 11) 11va Sección
1881,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,02,NA,U,(50007010 - 11) 11va Sección
1882,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,03,NA,U,(50007010 - 11) 11va Sección
1883,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,04,NA,U,(50007010 - 11) 11va Sección
1884,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,05,NA,U,(50007010 - 11) 11va Sección
1885,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,06,NA,U,(50007010 - 11) 11va Sección
1886,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,07,NA,U,(50007010 - 11) 11va Sección
1887,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,08,NA,U,(50007010 - 11) 11va Sección
1888,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,09,NA,U,(50007010 - 09-11) 9na - 11va Sección
1889,10,Gran Mendoza,0004,Gran Mendoza,50,Mendoza,007,(50007010) Mendoza,13,10,NA,U,(50007010 - 09) 9na Sección
1890,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,01,NA,U,
1891,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,02,NA,U,
1892,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,03,NA,U,
1893,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,04,NA,U,
1894,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,05,NA,U,
1895,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,06,NA,U,
1896,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,07,NA,U,
1897,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,08,NA,U,
1898,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,09,NA,U,
1899,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,10,NA,U,
1900,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,05,11,NA,U,
1901,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,06,08,NA,U,
1902,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,06,09,NA,U,
1903,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,06,10,NA,U,
1904,93,Viedma - Carmen de Patagones,0050,Viedma - Carmen de Patagones,62,Río Negro,007,(62007090) Viedma,06,11,NA,U,
